Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,1888578,-,-,-,-15.75,-47.94,-3,1089,-3,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.0
Year,Month,Day,Hour,Minute,Temperature,Relative Humidity,Wind Direction,Wind Speed
2019,1,1,0,30,18.3,100,338,1.3
2019,1,1,1,30,18.1,100,333,1.4000000000000001
2019,1,1,2,30,17.900000000000002,100,328,1.3
2019,1,1,3,30,17.7,100,326,1.1
2019,1,1,4,30,17.6,100,325,0.9
2019,1,1,5,30,18,100,314,1
2019,1,1,6,30,19.5,96.17,305,1.3
2019,1,1,7,30,21.700000000000003,86.72,332,1.5
2019,1,1,8,30,24,74.97,182,1.8
2019,1,1,9,30,25.400000000000002,68.36,5,2
2019,1,1,10,30,26.200000000000003,65.64,179,2.1
2019,1,1,11,30,26.5,64.72,355,2.2
2019,1,1,12,30,26.6,64.07000000000001,178,2.4000000000000004
2019,1,1,13,30,26.5,64.04,5,2.4000000000000004
2019,1,1,14,30,26.1,65.2,12,2.4000000000000004
2019,1,1,15,30,25.5,67.54,19,2.3000000000000003
2019,1,1,16,30,24.6,72.05,27,2
2019,1,1,17,30,23.1,81.76,34,1.4000000000000001
2019,1,1,18,30,21.5,94.39,44,0.9
2019,1,1,19,30,20.6,96.53,55,0.8
2019,1,1,20,30,20.1,97.18,64,0.8
2019,1,1,21,30,19.700000000000003,97.57000000000001,72,0.8
2019,1,1,22,30,19.3,98.49000000000001,76,0.8
