Data,pm10_Target_Real_Daily_Avg,pm10_Prediction_Daily_Avg
2023-07-19,6.222,6.713570790843436
2023-07-20,6.393,6.520795968045845
2023-07-21,10.353,7.858188845261228
2023-07-22,3.9450000000000003,6.484753963581603
2023-07-23,5.84,6.260558638864358
2023-07-24,5.876,6.654887909401597
2023-07-25,6.209,7.095262914277106
2023-07-26,5.182,6.656478811733399
2023-07-27,6.422000000000001,7.081077187618639
2023-07-28,5.086,6.3042672154114126
2023-07-29,6.421,7.422788032737836
2023-07-30,7.889,8.792774060266261
2023-07-31,7.159,7.817739484268866
2023-08-01,6.202,6.614902290289493
2023-08-02,7.732,7.197200397180412
2023-08-03,7.53,7.099044472480076
2023-08-04,7.074,7.2734569978318
2023-08-05,5.384,7.119348915132727
2023-08-06,6.461,7.040090291186292
2023-08-07,5.053,6.650040323647055
2023-08-08,7.205,7.284478644750324
2023-08-09,9.174,6.979567996748269
2023-08-10,6.189,6.510735084336339
2023-08-11,5.86,6.135167102893893
2023-08-12,5.938000000000001,6.995400332641472
2023-08-13,8.139,8.445831468802169
2023-08-14,6.333,7.627832843506031
2023-08-15,4.458,5.711721570512849
2023-08-16,5.623,6.210148955974279
2023-08-17,6.393,6.226701864274245
2023-08-18,5.961,6.032624078721048
2023-08-19,8.766,8.52565258777497
2023-08-20,9.153,9.42418784018677
2023-08-21,18.681,13.540352268618406
2023-08-22,20.761,15.031507411654918
2023-08-23,12.14,11.033601774786275
2023-08-24,13.963,12.225240705643511
2023-08-25,10.302,10.158177765470382
2023-08-26,20.413,14.098166829937323
2023-08-27,40.391,20.66922757846598
2023-08-28,38.609,22.027050781465316
2023-08-29,42.018,24.51826637447526
2023-08-30,31.455,18.152929409810937
2023-08-31,19.638,14.746094541412402
2023-09-01,10.657,11.32447681538127
2023-09-02,8.793,8.96014047629657
2023-09-03,9.489,9.392547223653905
2023-09-04,6.811,7.994221484891224
2023-09-05,9.083,10.995932513810072
2023-09-06,10.728,9.913041777339354
2023-09-07,12.355,11.227163548021073
2023-09-08,4.052,7.218430514927899
2023-09-09,6.697,8.199028636989116
2023-09-10,7.249,7.473392328055043
2023-09-11,6.834,7.79415737767159
2023-09-12,10.09,9.473815840378434
2023-09-13,7.423,8.612731068220565
2023-09-14,7.748,9.096577895305666
2023-09-15,33.057,19.887062147181368
2023-09-16,25.646,21.725576598254555
2023-09-17,11.249,9.523736686151953
2023-09-18,10.693,10.9759742497685
2023-09-19,6.442,8.340420443461134
2023-09-20,12.193,9.414234436435276
2023-09-21,13.348,11.697110688924939
2023-09-22,9.227,9.646584537318907
2023-09-23,9.89,10.264106363103963
2023-09-24,8.749,10.106933722493968
2023-09-25,14.825,16.99759501124134
2023-09-26,11.851,14.267490131799708
2023-09-27,15.766,16.28595307213683
2023-09-28,30.298000000000002,25.23182260533509
2023-09-29,28.803000000000004,22.76288253883546
2023-09-30,23.261,20.18935818807695
2023-10-01,13.312,12.633615712115613
2023-10-02,15.795,12.906117965003801
2023-10-03,11.036,11.364903568052638
2023-10-04,13.539,12.249919225375777
2023-10-05,23.296,17.198290342783164
2023-10-06,19.545,15.978203542484032
2023-10-07,23.427,17.35860612782786
2023-10-08,12.239,10.714454757486724
2023-10-09,11.714,10.726720585526266
2023-10-10,13.956,13.254657608263004
2023-10-11,5.943,8.751406077975215
2023-10-12,10.842,10.262636867455905
2023-10-13,12.208,11.096379475326795
2023-10-14,14.84,12.106795169349093
2023-10-15,12.042,8.797075881151974
2023-10-16,9.461,9.254497153108211
2023-10-17,8.494,9.015086383144443
2023-10-18,6.229,7.8037038768618086
2023-10-19,9.195,8.906873734665664
2023-10-20,7.684,9.48427356794637
2023-10-21,16.662,12.87492463149351
2023-10-22,8.913,8.796697417858512
2023-10-23,8.318,8.746405479104176
2023-10-24,8.399,9.706494259299559
2023-10-25,11.279,9.994824936841416
2023-10-26,8.77,9.863004453496067
2023-10-27,8.602,9.111802926480289
2023-10-28,21.021,15.069179385629642
2023-10-29,12.765,10.693118561497128
2023-10-30,10.462,10.520923324618701
2023-10-31,10.508,11.235312581673927
2023-11-01,29.514000000000003,15.387345382664563
2023-11-02,7.973,9.30225411126262
2023-11-03,10.809,8.276606287052905
2023-11-04,7.958,8.253202153158504
2023-11-05,15.342,10.844809995548363
2023-11-06,6.585000000000001,8.080707536893458
2023-11-07,9.068,9.097689546449008
2023-11-08,10.55,8.81081278742204
2023-11-09,9.445,8.27954283665035
2023-11-10,7.793,7.735371040552876
2023-11-11,7.694,8.22174439272585
2023-11-12,6.321,8.204373967538691
2023-11-13,10.696,11.238983359104019
2023-11-14,11.524,11.740592097062631
2023-11-15,8.596,10.5104813550505
2023-11-16,13.941,11.149651009921751
2023-11-17,9.688,12.279622218366056
2023-11-18,10.713,11.73821008436256
2023-11-19,10.179,11.935436033397718
2023-11-20,10.921,12.791363915361508
2023-11-21,15.723,13.858582654151522
2023-11-22,8.059,9.82267851132802
2023-11-23,9.315,10.03832705420114
2023-11-24,9.189,9.811106894392962
2023-11-25,7.179,9.147991749381076
2023-11-26,8.374,9.55435619786706
2023-11-27,15.095,12.59578204342913
2023-11-28,12.444,12.63724027813759
2023-11-29,8.207,10.665559108637062
2023-11-30,5.688,8.377221183177982
2023-12-01,8.562,9.5232312771361
2023-12-02,6.633,9.628477216517226
2023-12-03,12.263,11.566271813660567
2023-12-04,9.054,10.051445645500305
2023-12-05,11.041,10.165067990418533
2023-12-06,7.878,9.472585970324607
2023-12-07,8.806,8.751314740358394
2023-12-08,6.077,8.073279708680356
2023-12-09,7.225,9.279438607613654
2023-12-10,7.991,8.892015907840648
2023-12-11,8.643,10.141850013439209
2023-12-12,13.15,10.517932062884448
2023-12-13,6.458,9.951290195674495
2023-12-14,14.841,10.003303509381098
2023-12-15,10.297,10.490999177032448
2023-12-16,11.03,10.593475551874999
2023-12-17,15.027,12.537391804094256
2023-12-18,5.668,9.847271955948383
2023-12-19,8.275,10.087147168650358
2023-12-20,9.555,10.032291220311723
2023-12-21,12.948,11.582331317963131
2023-12-22,8.107,9.456386068348664
2023-12-23,7.771,8.277780834545256
2023-12-24,8.358,8.666721999589596
2023-12-25,11.816,10.846056347068195
2023-12-26,8.029,10.72665366489612
2023-12-27,9.399,9.98191576641963
2023-12-28,4.743,8.194170560973632
2023-12-29,9.707,10.371769810249122
2023-12-30,7.423,9.137362266398537
2023-12-31,7.312,8.69052711466517
