Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,1888578,-,-,-,-15.75,-47.94,-3,1089,-3,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.0
Year,Month,Day,Hour,Minute,Temperature,Relative Humidity,Wind Direction,Wind Speed
2022,1,1,0,30,18.2,100,179,1.7000000000000002
2022,1,1,1,30,18,100,355,1.8
2022,1,1,2,30,17.900000000000002,100,354,1.9000000000000001
2022,1,1,3,30,17.8,100,355,2.1
2022,1,1,4,30,17.8,100,355,2.1
2022,1,1,5,30,18,100,354,2.3000000000000003
2022,1,1,6,30,18.7,99.8,351,2.7
2022,1,1,7,30,19.700000000000003,96.24000000000001,347,3.1
2022,1,1,8,30,20.700000000000003,90.31,343,3.3000000000000003
2022,1,1,9,30,21.5,85.39,341,3.4000000000000004
2022,1,1,10,30,22.200000000000003,81.71000000000001,341,3.3000000000000003
2022,1,1,11,30,22.6,80.05,340,3.2
2022,1,1,12,30,22.700000000000003,79.94,337,3.1
2022,1,1,13,30,22.6,80.84,330,2.8000000000000003
2022,1,1,14,30,22.5,81.58,321,2.5
2022,1,1,15,30,22.200000000000003,83.32000000000001,312,2.2
2022,1,1,16,30,21.8,86.41,304,1.7000000000000002
2022,1,1,17,30,20.900000000000002,93.14,300,1
2022,1,1,18,30,19.900000000000002,99.31,305,0.6000000000000001
2022,1,1,19,30,19.3,98.01,316,0.6000000000000001
2022,1,1,20,30,18.900000000000002,99.13,330,0.6000000000000001
2022,1,1,21,30,18.400000000000002,100,341,0.6000000000000001
2022,1,1,22,30,17.8,100,347,0.7000000000000001
2022,1,1,23,30,17.5,100,352,0.9
2022,1,2,0,30,17.400000000000002,100,353,1
2022,1,2,1,30,17.400000000000002,100,350,1.2000000000000002
2022,1,2,2,30,17.400000000000002,100,346,1.2000000000000002
2022,1,2,3,30,17.400000000000002,100,346,1.1
2022,1,2,4,30,17.3,100,349,1
2022,1,2,5,30,18,100,354,1.4000000000000001
2022,1,2,6,30,19.3,98.62,353,2.2
2022,1,2,7,30,20.6,95.57000000000001,340,3
2022,1,2,8,30,21.900000000000002,89.09,327,3.6
2022,1,2,9,30,22.900000000000002,82.62,321,3.9000000000000004
2022,1,2,10,30,23.6,79.06,316,4.3
2022,1,2,11,30,24,77.05,311,4.6000000000000005
2022,1,2,12,30,24,76.26,308,4.7
2022,1,2,13,30,23.900000000000002,75.78,307,4.4
2022,1,2,14,30,23.6,75.98,309,3.9000000000000004
2022,1,2,15,30,22.900000000000002,77.81,311,3.4000000000000004
2022,1,2,16,30,21.900000000000002,82,313,2.7
2022,1,2,17,30,20.6,90.2,318,1.8
2022,1,2,18,30,19.3,99.75,322,1.1
2022,1,2,19,30,18.6,100,324,1.1
2022,1,2,20,30,18.1,100,327,1.1
2022,1,2,21,30,17.8,100,331,1.1
2022,1,2,22,30,17.5,100,333,1.2000000000000002
2022,1,2,23,30,17.3,100,333,1.3
2022,1,3,0,30,17.1,100,330,1.3
2022,1,3,1,30,17,100,325,1.4000000000000001
2022,1,3,2,30,16.8,100,321,1.3
2022,1,3,3,30,16.5,100,323,1.1
2022,1,3,4,30,16.400000000000002,100,332,0.9
2022,1,3,5,30,16.8,100,346,1.2000000000000002
2022,1,3,6,30,18.400000000000002,95.46000000000001,349,1.8
2022,1,3,7,30,20.6,87.48,338,2.1
2022,1,3,8,30,22.8,79.15,327,2.1
2022,1,3,9,30,24.400000000000002,74.17,322,2.1
2022,1,3,10,30,25.5,71.14,320,2.2
2022,1,3,11,30,26.200000000000003,69.06,320,2.4000000000000004
2022,1,3,12,30,26.5,68.16,319,2.6
2022,1,3,13,30,26.5,68.07000000000001,317,2.8000000000000003
2022,1,3,14,30,26.1,69.49,316,2.8000000000000003
2022,1,3,15,30,25.400000000000002,72.75,315,2.6
2022,1,3,16,30,24.400000000000002,78.97,313,2.3000000000000003
2022,1,3,17,30,22.900000000000002,89.97,312,1.7000000000000002
2022,1,3,18,30,21.5,99.55,311,1.3
2022,1,3,19,30,20.900000000000002,100,312,1.2000000000000002
2022,1,3,20,30,20.5,100,314,1.2000000000000002
2022,1,3,21,30,20.200000000000003,100,318,1.3
2022,1,3,22,30,20,100,324,1.4000000000000001
2022,1,3,23,30,19.8,100,327,1.7000000000000002
2022,1,4,0,30,19.6,100,328,1.9000000000000001
2022,1,4,1,30,19.400000000000002,100,327,1.9000000000000001
2022,1,4,2,30,19.1,100,324,1.7000000000000002
2022,1,4,3,30,18.8,100,321,1.4000000000000001
2022,1,4,4,30,18.5,100,323,1.1
2022,1,4,5,30,18.900000000000002,100,331,1.3
2022,1,4,6,30,19.900000000000002,98.96000000000001,336,2
2022,1,4,7,30,21.400000000000002,93.63,333,2.6
2022,1,4,8,30,22.900000000000002,86.34,331,2.9000000000000004
2022,1,4,9,30,24.200000000000003,79.54,326,3
2022,1,4,10,30,25.1,75.09,318,3
2022,1,4,11,30,25.6,71.84,312,3.1
2022,1,4,12,30,25.8,70.05,308,3.2
2022,1,4,13,30,25.6,70.52,304,3.2
2022,1,4,14,30,25,72.78,299,3.2
2022,1,4,15,30,24.3,75.94,293,3.1
2022,1,4,16,30,23.400000000000002,80.65,286,2.7
2022,1,4,17,30,22,89.92,279,1.9000000000000001
2022,1,4,18,30,20.700000000000003,99.32000000000001,272,1.3
2022,1,4,19,30,20,100,265,1.1
2022,1,4,20,30,19.5,100,263,1.2000000000000002
2022,1,4,21,30,19.1,100,265,1.2000000000000002
2022,1,4,22,30,18.8,100,268,1.1
2022,1,4,23,30,18.5,100,271,1
2022,1,5,0,30,18.3,100,281,0.8
2022,1,5,1,30,18.2,100,307,0.6000000000000001
2022,1,5,2,30,18.2,100,335,0.7000000000000001
2022,1,5,3,30,18.1,100,342,0.8
2022,1,5,4,30,17.900000000000002,100,332,0.9
2022,1,5,5,30,18.3,100,324,1.4000000000000001
2022,1,5,6,30,19.6,98.02,315,2.1
2022,1,5,7,30,21,92.17,307,2.6
2022,1,5,8,30,22.5,81.84,303,2.9000000000000004
2022,1,5,9,30,23.900000000000002,73.84,302,3
2022,1,5,10,30,24.900000000000002,70.09,304,3
2022,1,5,11,30,25.5,68.7,308,3.2
2022,1,5,12,30,25.8,68.72,311,3.3000000000000003
2022,1,5,13,30,25.8,69.63,315,3.4000000000000004
2022,1,5,14,30,25.400000000000002,71.57000000000001,318,3.4000000000000004
2022,1,5,15,30,24.900000000000002,73.56,320,3.3000000000000003
2022,1,5,16,30,23.900000000000002,78.12,323,2.9000000000000004
2022,1,5,17,30,22.5,87.52,324,2.1
2022,1,5,18,30,21.1,97.95,325,1.4000000000000001
2022,1,5,19,30,20.3,100,323,1.3
2022,1,5,20,30,20,100,320,1.3
2022,1,5,21,30,19.6,100,317,1.3
2022,1,5,22,30,19.3,100,314,1.3
2022,1,5,23,30,19.1,100,312,1.3
2022,1,6,0,30,18.900000000000002,100,312,1.3
2022,1,6,1,30,18.7,100,316,1.2000000000000002
2022,1,6,2,30,18.6,100,322,1.2000000000000002
2022,1,6,3,30,18.5,100,329,1.2000000000000002
2022,1,6,4,30,18.3,100,335,1.2000000000000002
2022,1,6,5,30,18.6,100,340,1.5
2022,1,6,6,30,19.5,98.45,340,2.2
2022,1,6,7,30,21,93.13,337,2.9000000000000004
2022,1,6,8,30,22.5,85.87,334,3.3000000000000003
2022,1,6,9,30,23.700000000000003,79.35000000000001,330,3.5
2022,1,6,10,30,24.5,76.19,327,3.6
2022,1,6,11,30,24.900000000000002,74.57000000000001,324,3.6
2022,1,6,12,30,25,74.12,322,3.5
2022,1,6,13,30,24.700000000000003,76.51,319,3.4000000000000004
2022,1,6,14,30,24.1,81,315,3.3000000000000003
2022,1,6,15,30,23.3,86.95,311,3.1
2022,1,6,16,30,22.5,93.69,308,2.8000000000000003
2022,1,6,17,30,21.700000000000003,100,306,2.4000000000000004
2022,1,6,18,30,21.1,100,305,2.3000000000000003
2022,1,6,19,30,20.8,100,304,2.4000000000000004
2022,1,6,20,30,20.400000000000002,100,304,2.2
2022,1,6,21,30,20.1,100,307,2
2022,1,6,22,30,19.900000000000002,100,312,1.7000000000000002
2022,1,6,23,30,19.6,100,320,1.4000000000000001
2022,1,7,0,30,19.400000000000002,100,332,1.2000000000000002
2022,1,7,1,30,19.3,100,344,1.2000000000000002
2022,1,7,2,30,19.200000000000003,100,352,1.3
2022,1,7,3,30,19.1,100,353,1.3
2022,1,7,4,30,19,100,352,1.3
2022,1,7,5,30,19.200000000000003,100,349,1.6
2022,1,7,6,30,19.8,100,348,2.1
