Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,1888578,-,-,-,-15.75,-47.94,-3,1089,-3,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.1
Year,Month,Day,Hour,Minute,Temperature,Relative Humidity,Wind Direction,Wind Speed
2018,1,1,0,30,18.8,93.98,133,0.6000000000000001
2018,1,1,1,30,18.6,91.57000000000001,157,0.5
2018,1,1,2,30,18.3,91.48,173,0.6000000000000001
2018,1,1,3,30,18.1,91.83,172,0.6000000000000001
2018,1,1,4,30,17.900000000000002,92.21000000000001,155,0.6000000000000001
2018,1,1,5,30,18.3,89.98,134,0.7000000000000001
2018,1,1,6,30,19.900000000000002,87.91,122,1.2000000000000002
2018,1,1,7,30,22.3,78.42,122,1.3
2018,1,1,8,30,24.8,68.88,127,1
2018,1,1,9,30,26.700000000000003,59.94,135,0.5
2018,1,1,10,30,28.1,53.660000000000004,216,0.5
2018,1,1,11,30,28.900000000000002,51.370000000000005,292,1.1
2018,1,1,12,30,29.1,51.5,292,1.6
2018,1,1,13,30,29,52.410000000000004,292,1.9000000000000001
2018,1,1,14,30,28.5,54.39,290,2
2018,1,1,15,30,27.900000000000002,56.78,290,1.9000000000000001
2018,1,1,16,30,26.900000000000002,62.04,289,1.5
2018,1,1,17,30,25.3,71.02,288,1.1
2018,1,1,18,30,23.6,85.26,291,0.8
2018,1,1,19,30,22.6,87.57000000000001,291,0.7000000000000001
2018,1,1,20,30,21.900000000000002,89.60000000000001,286,0.7000000000000001
2018,1,1,21,30,21.200000000000003,92.09,273,0.7000000000000001
2018,1,1,22,30,20.5,94.92,259,0.7000000000000001
2018,1,1,23,30,19.8,98.38,246,0.7000000000000001
