Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,1837178,-,-,-,-20.99,-51.58,-3,288,-3,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.1
Year,Month,Day,Hour,Minute,Temperature,Relative Humidity,Wind Direction,Wind Speed
2023,1,1,0,30,25.1,85.14,46,1.3
2023,1,1,1,30,24.700000000000003,88.07000000000001,44,1.3
2023,1,1,2,30,24.400000000000002,90.55,43,1.3
2023,1,1,3,30,24.1,92.96000000000001,41,1.4000000000000001
2023,1,1,4,30,23.900000000000002,94.56,38,1.4000000000000001
2023,1,1,5,30,24.3,92.73,37,1.8
2023,1,1,6,30,25.900000000000002,85.34,35,2.3000000000000003
2023,1,1,7,30,28.1,73.19,29,2.5
2023,1,1,8,30,30,63.76,25,2.3000000000000003
2023,1,1,9,30,31.400000000000002,57.82,25,2
2023,1,1,10,30,32.5,53.83,28,1.8
2023,1,1,11,30,33.300000000000004,51.01,30,1.7000000000000002
2023,1,1,12,30,33.7,49.21,29,1.5
2023,1,1,13,30,33.800000000000004,48.25,29,1.3
2023,1,1,14,30,33.7,47.9,31,1.1
2023,1,1,15,30,33.300000000000004,48.27,36,1
2023,1,1,16,30,32.6,49.730000000000004,40,1
2023,1,1,17,30,31.5,53.32,39,1
2023,1,1,18,30,29.8,64.19,36,0.9
2023,1,1,19,30,28.400000000000002,71.44,33,1
2023,1,1,20,30,27.700000000000003,72.99,31,1.2000000000000002
2023,1,1,21,30,27.1,75.38,28,1.2000000000000002
2023,1,1,22,30,26.6,77.33,25,1.2000000000000002
2023,1,1,23,30,26,80.05,20,1.2000000000000002
2023,1,2,0,30,25.6,81.85000000000001,14,1.1
2023,1,2,1,30,25.1,84.14,7,1.1
2023,1,2,2,30,24.6,86.71000000000001,181,1
2023,1,2,3,30,24.1,89.52,356,1
2023,1,2,4,30,23.8,91.29,354,0.9
2023,1,2,5,30,24.1,89.95,356,1.3
2023,1,2,6,30,26,81.45,181,1.7000000000000002
