,PM25_LSTM
2023-07-19,6.814203735829642
2023-07-20,6.241386849363024
2023-07-21,5.116097492688335
2023-07-22,5.297655910437616
2023-07-23,4.778482639110647
2023-07-24,4.85959844643157
2023-07-25,5.127259626102633
2023-07-26,4.979436014714651
2023-07-27,5.084721199292379
2023-07-28,5.162470520806498
2023-07-29,5.98919074410852
2023-07-30,5.430642861082219
2023-07-31,5.265200799133939
2023-08-01,5.150926362098194
2023-08-02,5.299843139761748
2023-08-03,5.751564285439439
2023-08-04,6.076479712503652
2023-08-05,6.095425835476568
2023-08-06,5.834948480040145
2023-08-07,6.576803712340692
2023-08-08,6.433686813994
2023-08-09,6.554232832939674
2023-08-10,5.945508483348725
2023-08-11,7.091205254584551
2023-08-12,6.0624245894216
2023-08-13,7.341434512477368
2023-08-14,7.1878217830484115
2023-08-15,7.918350996670624
2023-08-16,6.1012328889773535
2023-08-17,6.452376459891597
2023-08-18,5.534623016765341
2023-08-19,5.812130091293715
2023-08-20,8.861808195640643
2023-08-21,11.012691310462852
2023-08-22,13.135017586171626
2023-08-23,8.835521985739469
2023-08-24,12.678076773302008
2023-08-25,23.674139487785595
2023-08-26,18.69589255266388
2023-08-27,20.170038484933475
2023-08-28,10.30138801298663
2023-08-29,7.378367211323232
2023-08-30,8.588513936428974
2023-08-31,15.318874147086092
2023-09-01,17.95775332344323
2023-09-02,10.612881214506924
2023-09-03,6.808537475688383
2023-09-04,5.690105069493254
2023-09-05,7.124918538394073
2023-09-06,15.881275463653106
2023-09-07,6.334674108099192
2023-09-08,5.042860957056284
2023-09-09,5.461504182588309
2023-09-10,8.182068617115418
2023-09-11,6.1491174279712135
2023-09-12,6.2758744966499505
2023-09-13,6.271609444306542
2023-09-14,12.144741662907103
2023-09-15,12.89092404908066
2023-09-16,5.2671999303232875
2023-09-17,6.817570221636444
2023-09-18,6.592471681646382
2023-09-19,7.004160881022612
2023-09-20,7.577245454226931
2023-09-21,7.981515202265233
2023-09-22,7.482722890696178
2023-09-23,7.700104250715425
2023-09-24,8.35412437986955
2023-09-25,7.701226113726696
2023-09-26,7.121734097504367
2023-09-27,13.208354784571876
2023-09-28,17.777756635857124
2023-09-29,12.76010997939234
2023-09-30,16.027310461311288
2023-10-01,18.952966878794133
2023-10-02,14.189202036612977
2023-10-03,11.592624538996567
2023-10-04,7.141381048569456
2023-10-05,14.313048180164149
2023-10-06,22.795714472549655
2023-10-07,18.32501773402343
2023-10-08,15.57373075361053
2023-10-09,20.272636489244796
2023-10-10,5.7686327899632355
2023-10-11,7.501289678694059
2023-10-12,11.430474530696868
2023-10-13,13.643756903752685
2023-10-14,17.124113151359058
2023-10-15,13.183250521472345
2023-10-16,7.540337865024805
2023-10-17,4.6172244715501245
2023-10-18,12.387461343776435
2023-10-19,5.758687353303967
2023-10-20,8.593101827049008
2023-10-21,5.3536015418441965
2023-10-22,6.9728186650002995
2023-10-23,5.227672194635806
2023-10-24,6.734916448636601
2023-10-25,12.139619295584659
2023-10-26,19.92530196160823
2023-10-27,23.505992758497595
2023-10-28,20.12314622525374
2023-10-29,9.301533657409252
2023-10-30,21.45325606686125
2023-10-31,17.41000976140797
2023-11-01,14.713018798485399
2023-11-02,20.082106306110816
2023-11-03,8.60507643679281
2023-11-04,14.488658751053114
2023-11-05,3.6338560543425067
2023-11-06,5.222752946395738
2023-11-07,5.462772443790299
2023-11-08,4.980944835271376
2023-11-09,6.348341376862799
2023-11-10,5.518639159173705
2023-11-11,5.653759981149497
2023-11-12,5.709630283624865
2023-11-13,6.319815476417541
2023-11-14,7.716745667102436
2023-11-15,6.539629781560351
2023-11-16,9.609037115894258
2023-11-17,13.000370708721379
2023-11-18,11.514198153874526
2023-11-19,14.925023107652862
2023-11-20,24.517640575674672
2023-11-21,18.20271045292417
2023-11-22,7.027624049549301
2023-11-23,8.340215430784971
2023-11-24,7.307023987667635
2023-11-25,10.23869640675808
2023-11-26,4.795392414815103
2023-11-27,5.283673425967805
2023-11-28,5.487811242461515
2023-11-29,5.9127087870234005
2023-11-30,4.970509984752473
2023-12-01,6.07583134563143
2023-12-02,6.076008009910583
2023-12-03,5.830347586211748
2023-12-04,6.446289164831241
2023-12-05,7.2271730786499875
2023-12-06,10.543422559291125
2023-12-07,6.3690510039217765
2023-12-08,5.026426919423354
2023-12-09,5.278082943144255
2023-12-10,6.021587340974559
2023-12-11,5.441667788228951
2023-12-12,5.233988166808771
2023-12-13,4.731524915002597
2023-12-14,4.959267141769019
2023-12-15,5.218592816492232
2023-12-16,6.336085180399939
2023-12-17,6.085043894564112
2023-12-18,5.7149346958644065
2023-12-19,5.979469500696907
2023-12-20,5.559233382140286
2023-12-21,4.745213706317979
2023-12-22,6.800441857515524
2023-12-23,6.7277108776569365
2023-12-24,6.416960204172879
2023-12-25,5.408572829396464
2023-12-26,4.748061408949705
2023-12-27,6.527424701157957
2023-12-28,4.856654789089846
2023-12-29,5.661096929372288
2023-12-30,6.322731782183051
2023-12-31,7.984647630321483
